Kode,Nama,Kecamatan
62.12.10.2001,TUMBANG TUJANG,UUT MURUNG
62.12.10.2002,TUMBANG OLONG I,UUT MURUNG
62.12.10.2003,KALASIN,UUT MURUNG
62.12.10.2004,TUMBANG TOPUS,UUT MURUNG
62.12.10.2005,TUMBANG OLONG II,UUT MURUNG
62.13.01.1012,TAMIANG LAYANG,DUSUN TIMUR
62.13.01.2003,PULAU PATAI,DUSUN TIMUR
62.13.01.2004,SARAPAT,DUSUN TIMUR
62.13.01.2005,MAGANTIS,DUSUN TIMUR
62.13.01.2006,JAAR,DUSUN TIMUR
62.13.01.2007,MATABU,DUSUN TIMUR
62.13.01.2008,DORONG,DUSUN TIMUR
62.13.01.2009,DIDI,DUSUN TIMUR
62.13.01.2010,KARANG LANGIT,DUSUN TIMUR
62.13.01.2011,HARINGEN,DUSUN TIMUR
62.13.01.2018,JAWETEN,DUSUN TIMUR
62.13.01.2019,MATARAH,DUSUN TIMUR
62.13.01.2020,MARAGUT,DUSUN TIMUR
62.13.01.2021,MANGKARAP,DUSUN TIMUR
62.13.01.2022,GUMPA,DUSUN TIMUR
62.13.01.2023,SUMUR,DUSUN TIMUR
62.13.01.2024,HARARA,DUSUN TIMUR
62.13.02.1001,PASAR PANAS/TANIRAN,BANUA LIMA
62.13.02.2002,KANDRIS,BANUA LIMA
62.13.02.2003,BANYU LANDAS,BANUA LIMA
62.13.02.2004,BAGOK,BANUA LIMA
62.13.02.2005,BAMBAN,BANUA LIMA
62.13.02.2006,TEWAH PUPUH,BANUA LIMA
62.13.02.2007,GUDANG SENG,BANUA LIMA
62.13.03.2001,PULAU PADANG,PATANGKEP TUTUI
62.13.03.2002,KAMBITIN,PATANGKEP TUTUI
62.13.03.2003,RAMANIA,PATANGKEP TUTUI
62.13.03.2004,BENTOT,PATANGKEP TUTUI
62.13.03.2005,AMPARI BURA,PATANGKEP TUTUI
62.13.03.2006,KOTAM,PATANGKEP TUTUI
62.13.03.2008,BETANG NALONG,PATANGKEP TUTUI
62.13.03.2009,MAWANI,PATANGKEP TUTUI
62.13.03.2010,JANGO,PATANGKEP TUTUI
62.13.03.2011,LALAP,PATANGKEP TUTUI
62.13.04.2001,JANAH JARI,AWANG
62.13.04.2002,BANGKIRAYEN,AWANG
62.13.04.2003,HAYAPING,AWANG
62.13.04.2004,TANGKAN,AWANG
62.13.04.2005,WUNGKUR NANAKAN,AWANG
62.13.04.2006,AMPARI,AWANG
62.13.04.2007,APAR BATU,AWANG
62.13.04.2008,BIWAN,AWANG
62.13.04.2009,JANAH MANSIWUI,AWANG
62.13.04.2010,DANAU,AWANG
62.13.04.2011,PIANGGU,AWANG
62.13.05.1011,AMPAH KOTA,DUSUN TENGAH
62.13.05.2008,SAING,DUSUN TENGAH
62.13.05.2009,RODOK,DUSUN TENGAH
62.13.05.2010,AMPAH II,DUSUN TENGAH
62.13.05.2012,PUTAI,DUSUN TENGAH
62.13.05.2018,NETAMPIN,DUSUN TENGAH
62.13.05.2024,SUMBER GARUNGGUNG,DUSUN TENGAH
62.13.05.2025,MUARA AWANG,DUSUN TENGAH
62.13.06.2001,MUARA PALANTAU,PEMATANG KARAU
62.13.06.2002,KETAB,PEMATANG KARAU
62.13.06.2003,KUPANG BERSIH,PEMATANG KARAU
62.13.06.2004,TUYAU,PEMATANG KARAU
62.13.06.2005,PINANG TUNGGAL,PEMATANG KARAU
62.13.06.2006,NAGALEAH,PEMATANG KARAU
62.13.06.2007,LAMPEONG,PEMATANG KARAU
62.13.06.2008,BARARAWA,PEMATANG KARAU
62.13.06.2009,BAMBULUNG,PEMATANG KARAU
62.13.06.2010,LEBO,PEMATANG KARAU
62.13.06.2011,MURU DUYUNG,PEMATANG KARAU
62.13.06.2012,TUMPUNG ULUNG,PEMATANG KARAU
62.13.06.2013,SUMBER REJO,PEMATANG KARAU
62.13.07.2001,JURU BANU,PAJU EPAT
62.13.07.2002,TELANG BARU,PAJU EPAT
62.13.07.2003,TAMPU LANGIT,PAJU EPAT
62.13.07.2004,TELANG,PAJU EPAT
62.13.07.2005,MAIPE,PAJU EPAT
62.13.07.2006,MURUTUWU,PAJU EPAT
62.13.07.2007,BALAWA,PAJU EPAT
62.13.07.2008,KALI NAPU,PAJU EPAT
62.13.07.2009,SIONG,PAJU EPAT
62.13.08.2001,PURI,RAREN BATUAH
62.13.08.2002,LENGGANG,RAREN BATUAH
62.13.08.2003,BATUAH,RAREN BATUAH
62.13.08.2004,UNSUM,RAREN BATUAH
62.13.08.2005,BARUYAN,RAREN BATUAH
62.13.08.2006,TURAN AMIS,RAREN BATUAH
62.13.08.2007,MALINTUT,RAREN BATUAH
62.13.08.2008,TANGKUM,RAREN BATUAH
62.13.08.2009,SIBUNG,RAREN BATUAH
62.13.09.2001,TAMPA,PAKU
62.13.09.2002,KALAMUS,PAKU
62.13.09.2003,SIMPANG BINGKUANG,PAKU
62.13.09.2004,PATUNG,PAKU
62.13.09.2005,RUNGGU RAYA,PAKU
62.13.09.2006,BANTAI NAPU,PAKU
62.13.09.2007,TARINSING,PAKU
62.13.09.2008,PAKU BETO,PAKU
62.13.09.2009,GANDRUNG,PAKU
62.13.09.2010,PANGKAN,PAKU
62.13.09.2011,KUPANG BARU,PAKU
62.13.09.2012,LUAU JAWUK,PAKU
62.13.10.2001,DAYU,KARUSEN JANANG
62.13.10.2002,WURAN,KARUSEN JANANG
62.13.10.2003,IPU MEA,KARUSEN JANANG
62.13.10.2004,LAGAN,KARUSEN JANANG
62.13.10.2005,PUTUT TAWULUH,KARUSEN JANANG
62.13.10.2006,SIMPANG NANENG,KARUSEN JANANG
62.13.10.2007,KANDRIS,KARUSEN JANANG
62.71.01.1001,PAHANDUT,PAHANDUT
62.71.01.1002,PANARUNG,PAHANDUT
62.71.01.1003,LANGKAI,PAHANDUT
62.71.01.1004,TUMBANG RUNGAN,PAHANDUT
62.71.01.1005,PAHANDUT SEBERANG,PAHANDUT
62.71.01.1006,TANJUNG PINANG,PAHANDUT
62.71.02.1001,MARANG,BUKIT BATU
62.71.02.1002,TUMBANG TAHAI,BUKIT BATU
62.71.02.1003,BANTURUNG,BUKIT BATU
62.71.02.1004,TANGKILING,BUKIT BATU
62.71.02.1005,SEI GOHONG,BUKIT BATU
62.71.02.1006,KANARAKAN,BUKIT BATU
62.71.02.1007,HABARING HURUNG,BUKIT BATU
62.71.03.1001,PALANGKA,JEKAN RAYA
62.71.03.1002,MENTENG,JEKAN RAYA
62.71.03.1003,BUKIT TUNGGAL,JEKAN RAYA
62.71.03.1004,PETUK KATIMPUN,JEKAN RAYA
62.71.04.1001,BERENG BENGKEL,SABANGAU
62.71.04.1002,KALAMPANGAN,SABANGAU
62.71.04.1003,KERENG BANGKIRAI,SABANGAU
62.71.04.1004,KAMELOH BARU,SABANGAU
62.71.04.1005,DANAU TUNDAI,SABANGAU
62.71.04.1006,SABARU,SABANGAU
62.71.05.1001,PETUK BUKIT,RAKUMPIT
62.71.05.1002,PANJEHANG,RAKUMPIT
62.71.05.1003,PETUK BARUNAI,RAKUMPIT
62.71.05.1004,MUNGKU BARU,RAKUMPIT
62.71.05.1005,PAGER,RAKUMPIT
62.71.05.1006,GAUNG BARU,RAKUMPIT
62.71.05.1007,BUKIT SUA,RAKUMPIT
63.01.01.2001,BANUA LAWAS,TAKISUNG
63.01.01.2002,TABANIO,TAKISUNG
63.01.01.2003,KUALA TAMBANGAN,TAKISUNG
63.01.01.2004,TAKISUNG,TAKISUNG
63.01.01.2005,GUNUNG MAKMUR,TAKISUNG
63.01.01.2006,BANUA TENGAH,TAKISUNG
63.01.01.2007,RANGGANG,TAKISUNG
63.01.01.2008,PAGATAN BESAR,TAKISUNG
63.01.01.2009,BATILAI,TAKISUNG
63.01.01.2010,RANGGANG DALAM,TAKISUNG
63.01.01.2011,TELAGA LANGSAT,TAKISUNG
63.01.01.2012,SUMBER MAKMUR,TAKISUNG
63.01.02.2001,SABUHUR,JORONG
63.01.02.2002,JORONG,JORONG
63.01.02.2003,ASAM-ASAM,JORONG
63.01.02.2004,BATALANG,JORONG
63.01.02.2005,SWARANGAN,JORONG
63.01.02.2006,MUARA ASAM-ASAM,JORONG
63.01.02.2007,ALUR,JORONG
63.01.02.2008,ASRI MULYA,JORONG
63.01.02.2009,KARANG REJO,JORONG
63.01.02.2010,ASAM JAYA,JORONG
63.01.02.2011,SIMPANG EMPAT SUNGAI BARU,JORONG
63.01.03.1001,SARANG HALANG,PELAIHARI
63.01.03.1002,KARANG TARUNA,PELAIHARI
63.01.03.1003,PELAIHARI,PELAIHARI
63.01.03.1004,ANGSAU,PELAIHARI
63.01.03.1005,PABAHANAN,PELAIHARI
63.01.03.2006,BUMI JAYA,PELAIHARI
63.01.03.2008,SUNGAI RIAM,PELAIHARI
63.01.03.2009,TAMPANG,PELAIHARI
63.01.03.2010,TELAGA,PELAIHARI
63.01.03.2011,PANJARATAN,PELAIHARI
63.01.03.2012,ATU-ATU,PELAIHARI
63.01.03.2015,PANGGUNG,PELAIHARI
63.01.03.2016,TUNGKARAN,PELAIHARI
63.01.03.2017,UJUNG BATU,PELAIHARI
63.01.03.2020,PANGGUNG BARU,PELAIHARI
63.01.03.2024,AMBUNGAN,PELAIHARI
63.01.03.2025,GUNTUNG BESAR,PELAIHARI
63.01.03.2026,KAMPUNG BARU,PELAIHARI
63.01.03.2027,SUMBER MULIA,PELAIHARI
63.01.03.2029,PEMUDA,PELAIHARI
63.01.04.2001,SUNGAI BAKAU,KURAU
63.01.04.2002,MALUKA BAULIN,KURAU
63.01.04.2003,BAWAH LAYUNG,KURAU
63.01.04.2004,TAMBAK SARINAH,KURAU
63.01.04.2005,KALI BESAR,KURAU
63.01.04.2006,HANDIL NEGARA,KURAU
63.01.04.2007,PADANG LUAS,KURAU
63.01.04.2008,KURAU,KURAU
63.01.04.2017,TAMBAK KARYA,KURAU
63.01.04.2018,RADEN,KURAU
63.01.04.2019,SARIKANDI,KURAU
63.01.05.2001,BENUA RAYA,BATI BATI
63.01.05.2002,BATI-BATI,BATI BATI
63.01.05.2003,UJUNG,BATI BATI
63.01.05.2004,LIANG ANGGANG,BATI BATI
63.01.05.2005,BENTOK KAMPUNG,BATI BATI
63.01.05.2006,BENTOK DARAT,BATI BATI
63.01.05.2007,BANYU IRANG,BATI BATI
63.01.05.2008,NUSA INDAH,BATI BATI
63.01.05.2009,PANDAHAN,BATI BATI
63.01.05.2010,PADANG,BATI BATI
63.01.05.2011,UJUNG BARU,BATI BATI
63.01.05.2012,SAMBANGAN,BATI BATI
63.01.05.2013,KAIT-KAIT,BATI BATI
63.01.05.2014,KAIT-KAIT BARU,BATI BATI
63.01.06.2001,BATU TUNGKU,PANYIPATAN
63.01.06.2002,PANYIPATAN,PANYIPATAN
63.01.06.2003,KANDANGAN BARU,PANYIPATAN
63.01.06.2004,KANDANGAN LAMA,PANYIPATAN
63.01.06.2005,BATAKAN,PANYIPATAN
63.01.06.2006,KURINGKIT,PANYIPATAN
63.01.06.2007,TANJUNG DEWA,PANYIPATAN
63.01.06.2008,SUKA RAMAH,PANYIPATAN
63.01.06.2009,BATU MULYA,PANYIPATAN
63.01.06.2010,BUMI ASIH,PANYIPATAN
63.01.07.2001,PANDAN SARI,KINTAP
63.01.07.2002,KINTAP,KINTAP
63.01.07.2003,KINTAPURA,KINTAP
63.01.07.2004,SUNGAI CUKA,KINTAP
63.01.07.2005,RIAM ADUNGAN,KINTAP
63.01.07.2006,MUARA KINTAP,KINTAP
63.01.07.2007,SALAMAN,KINTAP
63.01.07.2008,KINTAP KECIL,KINTAP
63.01.07.2009,PASIR PUTIH,KINTAP
63.01.07.2010,SUMBER JAYA,KINTAP
63.01.07.2011,BUKIT MULIA,KINTAP
63.01.07.2012,KEBUN RAYA,KINTAP
63.01.07.2013,MEKAR RAYA,KINTAP
63.01.07.2014,SEBAMBAN BARU,KINTAP
63.01.08.2001,TAMBANG ULANG,TAMBANG ULANG
63.01.08.2002,SUNGAI PINANG,TAMBANG ULANG
63.01.08.2003,MARTADAH,TAMBANG ULANG
63.01.08.2004,SUNGAI JELAI,TAMBANG ULANG
63.01.08.2005,BINGKULU,TAMBANG ULANG
63.01.08.2006,GUNUNG RAJA,TAMBANG ULANG
63.01.08.2007,PULAU SARI,TAMBANG ULANG
63.01.08.2008,KAYU ABANG,TAMBANG ULANG
63.01.08.2009,MARTADAH BARU,TAMBANG ULANG
63.01.09.2001,BATU AMPAR,BATU AMPAR
63.01.09.2002,GUNUNG MAS,BATU AMPAR
63.01.09.2003,TAJAU MULYA,BATU AMPAR
63.01.09.2004,JILATAN,BATU AMPAR
63.01.09.2005,DURIAN BUNGKUK,BATU AMPAR
63.01.09.2006,AMBAWANG,BATU AMPAR
63.01.09.2007,DAMIT,BATU AMPAR
63.01.09.2008,GUNUNG MELATI,BATU AMPAR
63.01.09.2009,BLURU,BATU AMPAR
63.01.09.2010,PANTAI LINUH,BATU AMPAR
63.01.09.2011,DAMIT HULU,BATU AMPAR
63.01.09.2012,JILATAN ALUR,BATU AMPAR
63.01.09.2013,DAMAR LIMA,BATU AMPAR
63.01.09.2014,TAJAU PECAH,BATU AMPAR
63.01.10.2001,BAJUIN,BAJUIN
63.01.10.2002,SUNGAI BAKAR,BAJUIN
63.01.10.2003,KETAPANG,BAJUIN
63.01.10.2004,TIRTA JAYA,BAJUIN
63.01.10.2005,GALAM,BAJUIN
63.01.10.2006,PEMALONGAN,BAJUIN
63.01.10.2007,KUNYIT,BAJUIN
63.01.10.2008,TEBING SIRING,BAJUIN
63.01.10.2009,TANJUNG,BAJUIN
63.01.11.2001,HANDIL BABIRIK,BUMI MAKMUR
63.01.11.2002,KURAU UTARA,BUMI MAKMUR
63.01.11.2003,BUMI HARAPAN,BUMI MAKMUR
63.01.11.2004,SUNGAI RASAU,BUMI MAKMUR
63.01.11.2005,PANTAI HARAPAN,BUMI MAKMUR
63.01.11.2006,HANDIL SURUK,BUMI MAKMUR
63.01.11.2007,HANDIL GAYAM,BUMI MAKMUR
63.01.11.2008,HANDIL BIRAYANG ATAS,BUMI MAKMUR
63.01.11.2009,HANDIL BIRAYANG BAWAH,BUMI MAKMUR
63.01.11.2010,HANDIL MALUKA,BUMI MAKMUR
63.01.11.2011,HANDIL LABUAN AMAS,BUMI MAKMUR
63.02.01.2001,LABUAN BARAT,PULAU SEMBILAN
63.02.01.2002,TELUK SUNGAI,PULAU SEMBILAN
63.02.01.2003,MARADAPAN,PULAU SEMBILAN
63.02.01.2004,TENGAH,PULAU SEMBILAN
63.02.01.2005,TANJUNG NYIUR,PULAU SEMBILAN
63.02.02.2005,LONTAR SELATAN,PULAU LAUT BARAT
63.02.02.2006,LONTAR TIMUR,PULAU LAUT BARAT
63.02.02.2007,SEBANTI,PULAU LAUT BARAT
63.02.02.2008,SEPAGAR,PULAU LAUT BARAT
63.02.02.2009,SEMARAS,PULAU LAUT BARAT
63.02.02.2012,TERANGKEH,PULAU LAUT BARAT
63.02.02.2015,GEMURUH,PULAU LAUT BARAT
63.02.02.2017,TAPIAN BALAI,PULAU LAUT BARAT
63.02.02.2018,LONTAR UTARA,PULAU LAUT BARAT
63.02.02.2021,SUMBER SARI,PULAU LAUT BARAT
63.02.02.2022,SUBUR MAKMUR,PULAU LAUT BARAT
63.02.03.2006,TELUK SIRIH,PULAU LAUT SELATAN
63.02.03.2007,SUNGAI BAHIM,PULAU LAUT SELATAN
63.02.03.2008,TANJUNG SELOKA,PULAU LAUT SELATAN
63.02.03.2009,TANJUNG SERUDUNG,PULAU LAUT SELATAN
63.02.03.2011,ALLE-ALLE,PULAU LAUT SELATAN
63.02.03.2013,SUNGAI BULAN,PULAU LAUT SELATAN
63.02.03.2015,LABUAN MAS,PULAU LAUT SELATAN
63.02.03.2016,TANJUNG SELOKA UTARA,PULAU LAUT SELATAN
63.02.04.2001,BATU TUNAU,PULAU LAUT TIMUR
63.02.04.2002,SEJAKAH,PULAU LAUT TIMUR
63.02.04.2003,BEKAMBIT,PULAU LAUT TIMUR
63.02.04.2004,LANGKANG BARU,PULAU LAUT TIMUR
63.02.04.2005,LANGKANG LAMA,PULAU LAUT TIMUR
63.02.04.2006,SUNGAI LIMAU,PULAU LAUT TIMUR
63.02.04.2007,BERANGAS,PULAU LAUT TIMUR
63.02.04.2008,TANJUNG PENGHARAPAN,PULAU LAUT TIMUR
63.02.04.2009,BETUNG,PULAU LAUT TIMUR
63.02.04.2010,TELUK MESJID,PULAU LAUT TIMUR
63.02.04.2011,TELUK GOSONG,PULAU LAUT TIMUR
63.02.04.2012,KULIPAK,PULAU LAUT TIMUR
63.02.04.2013,KARANGSARI INDAH,PULAU LAUT TIMUR
63.02.04.2014,BEKAMBIT ASRI,PULAU LAUT TIMUR
63.02.05.2001,SEKAPUNG,PULAU SEBUKU
63.02.05.2002,KANIBUNGAN,PULAU SEBUKU
63.02.05.2003,MANDIN,PULAU SEBUKU
63.02.05.2004,SERAKAMAN,PULAU SEBUKU
63.02.05.2005,SUNGAI BALI,PULAU SEBUKU
63.02.05.2006,BALAMBUS,PULAU SEBUKU
63.02.05.2007,RAMPA,PULAU SEBUKU
63.02.05.2008,UJUNG,PULAU SEBUKU
63.02.06.1001,KOTABARU HULU,PULAU LAUT UTARA
63.02.06.2009,MEGASARI,PULAU LAUT UTARA
63.02.06.2010,SEBELIMBINGAN,PULAU LAUT UTARA
63.02.06.2011,STAGEN,PULAU LAUT UTARA
63.02.06.2012,RAMPA,PULAU LAUT UTARA
63.02.06.2013,SUNGAI TAIB,PULAU LAUT UTARA
63.02.06.2014,SEMAYAP,PULAU LAUT UTARA
63.02.06.2015,DIRGAHAYU,PULAU LAUT UTARA
63.02.06.2022,GUNUNG ULIN,PULAU LAUT UTARA
63.02.06.2025,GUNUNG SARI,PULAU LAUT UTARA
63.02.07.2004,TANJUNG PANGGA,KELUMPANG SELATAN
63.02.07.2005,PEMBELACANAN,KELUMPANG SELATAN
63.02.07.2006,SUNGAI NIPAH,KELUMPANG SELATAN
63.02.07.2007,PANTAI,KELUMPANG SELATAN
63.02.07.2009,SANGKING BARU,KELUMPANG SELATAN
63.02.07.2014,SUKA MAJU,KELUMPANG SELATAN
63.02.07.2015,SUNGAI KUPANG JAYA,KELUMPANG SELATAN
63.02.07.2016,PANTAI BARU,KELUMPANG SELATAN
63.02.07.2017,BUMI ASIH,KELUMPANG SELATAN
63.02.08.2001,CANTUNG KIRI HILIR,KELUMPANG HULU
63.02.08.2002,KARANG PAYAU,KELUMPANG HULU
63.02.08.2003,BANUA LAWAS,KELUMPANG HULU
63.02.08.2004,SUNGAI KUPANG,KELUMPANG HULU
63.02.08.2005,BANGKALAAN MELAYU,KELUMPANG HULU
63.02.08.2006,BANGKALAAN DAYAK,KELUMPANG HULU
63.02.08.2007,LABURAN,KELUMPANG HULU
63.02.08.2008,KARANG LIWAR,KELUMPANG HULU
63.02.08.2009,MANGKIRANA,KELUMPANG HULU
63.02.08.2010,SIDOMULYO,KELUMPANG HULU
63.02.09.2001,TANJUNG BATU,KELUMPANG TENGAH
63.02.09.2002,SUNGAI PUNGGAWA,KELUMPANG TENGAH
63.02.09.2003,TANAH RATA,KELUMPANG TENGAH
63.02.09.2004,SEBULI,KELUMPANG TENGAH
63.02.09.2005,SEMBILANG,KELUMPANG TENGAH
63.02.09.2006,TAMIANG BAKUNG,KELUMPANG TENGAH
63.02.09.2007,SANG-SANG,KELUMPANG TENGAH
63.02.09.2011,SUNGAI PINANG,KELUMPANG TENGAH
63.02.09.2012,TANJUNG SELAYAR,KELUMPANG TENGAH
63.02.09.2013,SENAKIN SEBERANG,KELUMPANG TENGAH
63.02.09.2014,SENAKIN,KELUMPANG TENGAH
63.02.09.2016,TEBING TINGGI,KELUMPANG TENGAH
63.02.09.2017,GERONGGANG,KELUMPANG TENGAH
63.02.10.2001,SUNGAI HANYAR,KELUMPANG UTARA
63.02.10.2002,SUNGAI SELUANG,KELUMPANG UTARA
63.02.10.2003,PUDI,KELUMPANG UTARA
63.02.10.2004,MANGGA,KELUMPANG UTARA
63.02.10.2005,WILAS,KELUMPANG UTARA
63.02.10.2006,PUDI SEBERANG,KELUMPANG UTARA
63.02.10.2007,SULANGKIT,KELUMPANG UTARA
63.02.11.2001,SEKANDIS,PAMUKAN SELATAN
63.02.11.2002,GUNUNG CALANG,PAMUKAN SELATAN
63.02.11.2003,TALUSI,PAMUKAN SELATAN
63.02.11.2004,SAKALIMAU,PAMUKAN SELATAN
63.02.11.2005,TANJUNG SAMALANTAKAN,PAMUKAN SELATAN
63.02.11.2006,SAKADOYAN,PAMUKAN SELATAN
63.02.11.2007,RAMPA CENGAL,PAMUKAN SELATAN
63.02.11.2008,SESULUNG,PAMUKAN SELATAN
63.02.11.2009,PONDOK LABU,PAMUKAN SELATAN
63.02.11.2010,MULYODADI,PAMUKAN SELATAN
63.02.11.2011,SUKADANA,PAMUKAN SELATAN
63.02.12.2001,SEPAPAH,SAMPANAHAN
63.02.12.2002,SUNGAI BETUNG,SAMPANAHAN
63.02.12.2003,BASUANG,SAMPANAHAN
63.02.12.2004,GUNUNG BATU BESAR,SAMPANAHAN
63.02.12.2005,SAMPANAHAN,SAMPANAHAN
63.02.12.2006,RAMPA MANUNGGUL,SAMPANAHAN
63.02.12.2007,PAPAAN,SAMPANAHAN
63.02.12.2008,SAMPANAHAN HILIR,SAMPANAHAN
63.02.12.2009,BANJARSARI,SAMPANAHAN
63.02.12.2010,SUKAMAJU,SAMPANAHAN
63.02.13.2002,BEPARA,PAMUKAN UTARA
63.02.13.2004,BETUNG,PAMUKAN UTARA
63.02.13.2005,SEKAYU BARU,PAMUKAN UTARA
63.02.13.2006,BAKAU,PAMUKAN UTARA
63.02.13.2007,BINTURUNG,PAMUKAN UTARA
63.02.13.2008,HARAPAN BARU,PAMUKAN UTARA
63.02.13.2009,BALAIMEA,PAMUKAN UTARA
63.02.13.2010,TAMIANG,PAMUKAN UTARA
63.02.13.2011,KALIAN,PAMUKAN UTARA
63.02.13.2012,MULYOHARJO,PAMUKAN UTARA
63.02.13.2013,PAMUKAN INDAH,PAMUKAN UTARA
63.02.13.2014,WONOREJO,PAMUKAN UTARA
63.02.13.2015,LINTANG JAYA,PAMUKAN UTARA
63.02.14.2001,HAMPANG,HAMPANG
63.02.14.2002,CANTUNG KIRI HULU,HAMPANG
63.02.14.2003,CANTUNG KANAN,HAMPANG
63.02.14.2004,MUARA ORIE,HAMPANG
63.02.14.2005,LALAPIN,HAMPANG
63.02.14.2006,PERAMASAN DUA KALI SANGA,HAMPANG
63.02.14.2007,LIMBUR,HAMPANG
63.02.14.2008,HULU SAMPANAHAN,HAMPANG
63.02.14.2009,LIMBUNGAN,HAMPANG
63.02.15.2001,BULUH KUNING,SUNGAI DURIAN
63.02.15.2002,GENDANG TIMBURU,SUNGAI DURIAN
63.02.15.2004,MANUNGGAL LAMA,SUNGAI DURIAN
63.02.15.2006,RANTAU BUDA,SUNGAI DURIAN
63.02.15.2007,MANUNGGUL BARU,SUNGAI DURIAN
63.02.15.2008,TEROMBONG SARI,SUNGAI DURIAN
63.02.15.2009,RANTAU JAYA,SUNGAI DURIAN
63.02.16.2001,SEMISIR,PULAU LAUT TENGAH
63.02.16.2002,SUNGAI PASIR,PULAU LAUT TENGAH
63.02.16.2003,MEKARPURA,PULAU LAUT TENGAH
63.02.16.2004,SELARU,PULAU LAUT TENGAH
63.02.16.2005,SUNGUP KANAN,PULAU LAUT TENGAH
63.02.16.2006,PANTAI BARU,PULAU LAUT TENGAH
63.02.16.2007,SALINO,PULAU LAUT TENGAH
63.02.17.2001,SERONGGA,KELUMPANG HILIR
63.02.17.2002,TARJUN,KELUMPANG HILIR
63.02.17.2003,LANGADAI,KELUMPANG HILIR
63.02.17.2004,PULAU PANCI,KELUMPANG HILIR
63.02.17.2005,PELAJAU BARU,KELUMPANG HILIR
63.02.17.2006,TEGAL REJO,KELUMPANG HILIR
63.02.17.2007,MANDALA,KELUMPANG HILIR
63.02.17.2008,TELAGASARI,KELUMPANG HILIR
63.02.17.2009,SAHAPI,KELUMPANG HILIR
63.02.18.2001,SIAYUH,KELUMPANG BARAT
63.02.18.2002,BUNGKUKAN,KELUMPANG BARAT
63.02.18.2003,BATANG KULUR,KELUMPANG BARAT
63.02.18.2004,TANJUNG SARI,KELUMPANG BARAT
63.02.18.2005,MAGALAU HILIR,KELUMPANG BARAT
63.02.18.2006,MAGALAU HULU,KELUMPANG BARAT
63.02.19.2001,SENGAYAM,PAMUKAN BARAT
63.02.19.2002,MAYANG SARI,PAMUKAN BARAT
63.02.19.2003,MARGA JAYA,PAMUKAN BARAT
63.02.19.2004,MANGKA,PAMUKAN BARAT
63.02.19.2005,BATUAH,PAMUKAN BARAT
63.02.20.2001,TANJUNG LALAK UTARA,PULAU LAUT KEPULAUAN
63.02.20.2002,TANJUNG LALAK SELATAN,PULAU LAUT KEPULAUAN
63.02.20.2003,PULAU KERAYAAN,PULAU LAUT KEPULAUAN
63.02.20.2004,KERAYAAN UTARA,PULAU LAUT KEPULAUAN
63.02.20.2005,PULAU KERASIAN,PULAU LAUT KEPULAUAN
63.02.20.2006,PULAU KERUMPUTAN,PULAU LAUT KEPULAUAN
63.02.20.2007,TELUK ARU,PULAU LAUT KEPULAUAN
63.02.20.2008,TELUK KEMUNING,PULAU LAUT KEPULAUAN
63.02.20.2009,OKA-OKA,PULAU LAUT KEPULAUAN
63.02.21.2001,TANJUNG PELAYAR,PULAU LAUT TANJUNG SELAYAR
63.02.21.2002,TANJUNG SUNGKAI,PULAU LAUT TANJUNG SELAYAR
63.02.21.2003,TANJUNG TENGAH,PULAU LAUT TANJUNG SELAYAR
63.02.21.2004,TANJUNG KUNYIT,PULAU LAUT TANJUNG SELAYAR
63.02.21.2005,TELUK TAMIANG,PULAU LAUT TANJUNG SELAYAR
63.02.21.2006,GOSONG PANJANG,PULAU LAUT TANJUNG SELAYAR
63.02.21.2007,KAMPUNG BARU,PULAU LAUT TANJUNG SELAYAR
63.02.21.2008,TATA MEKAR,PULAU LAUT TANJUNG SELAYAR
63.02.21.2009,BANDAR RAYA,PULAU LAUT TANJUNG SELAYAR
63.02.21.2010,BANGUN REJO,PULAU LAUT TANJUNG SELAYAR
63.02.22.1009,BAHARU SELATAN,PULAULAUT SIGAM
63.02.22.1010,KOTABARU TENGAH,PULAULAUT SIGAM
63.02.22.1011,KOTABARU HILIR,PULAULAUT SIGAM
63.02.22.2001,SEBATUNG,PULAULAUT SIGAM
63.02.22.2002,HILIR MUARA,PULAULAUT SIGAM
63.02.22.2003,BATUAH,PULAULAUT SIGAM
63.02.22.2004,BAHARU UTARA,PULAULAUT SIGAM
63.02.22.2005,TIRAWAN,PULAULAUT SIGAM
63.02.22.2006,GEDAMBAAN,PULAULAUT SIGAM
63.02.22.2007,SARANG TIUNG,PULAULAUT SIGAM
63.02.22.2008,SIGAM,PULAULAUT SIGAM
63.03.01.2001,BAKAMBAT,ALUH ALUH
63.03.01.2002,TANIPAH,ALUH ALUH
63.03.01.2009,PEMURUS,ALUH ALUH
63.03.01.2010,SIMPANG WARGA,ALUH ALUH
63.03.01.2011,BUNIPAH,ALUH ALUH
63.03.01.2012,ALUH ALUH BESAR,ALUH ALUH
63.03.01.2013,ALUH ALUH KECIL,ALUH ALUH
63.03.01.2014,PODOK,ALUH ALUH
63.03.01.2015,HANDIL BUJUR,ALUH ALUH
63.03.01.2016,KUIN BESAR,ALUH ALUH
63.03.01.2017,TERAPU,ALUH ALUH
63.03.01.2019,LABAT MUARA,ALUH ALUH
63.03.01.2022,PULANTAN,ALUH ALUH
63.03.01.2024,ALUH ALUH KECIL MUARA,ALUH ALUH
63.03.01.2026,SIMPANG WARGA DALAM,ALUH ALUH
