Kode,Nama,Kecamatan
11.02.09.2010,KERUKUNAN,BUKIT TUSAM
11.02.09.2011,LAWE DUA,BUKIT TUSAM
11.02.09.2012,REMA,BUKIT TUSAM
11.02.09.2013,BAMBEL BARU,BUKIT TUSAM
11.02.09.2014,PEJUANG,BUKIT TUSAM
11.02.09.2015,DARUSSALAM,BUKIT TUSAM
11.02.09.2016,AMALIAH,BUKIT TUSAM
11.02.09.2017,SEBUDI JAYA,BUKIT TUSAM
11.02.09.2018,GUMPANG,BUKIT TUSAM
11.02.09.2019,KUTE GEKHAT,BUKIT TUSAM
11.02.09.2020,PAYE KHAMBUNG,BUKIT TUSAM
11.02.09.2021,MBAK SAKO,BUKIT TUSAM
11.02.09.2022,DARUL IMAMI,BUKIT TUSAM
11.02.09.2023,RIKIT BUR II,BUKIT TUSAM
11.02.09.2024,KUTE EMPAT LIMA,BUKIT TUSAM
11.02.10.2001,SIMPANG SEMADAM,SEMADAM
11.02.10.2002,SEMADAM AWAL,SEMADAM
11.02.10.2003,SEMADAM ASAL,SEMADAM
11.02.10.2004,LAWE KINGA GABUNGAN,SEMADAM
11.02.10.2005,LAWE KINGA TEBING TINGGI,SEMADAM
11.02.10.2006,KEBUN SERE,SEMADAM
11.02.10.2007,LAWE BERINGIN HORAS,SEMADAM
11.02.10.2008,LAWE. BERIGIN GAYO,SEMADAM
11.02.10.2009,SUKA MAKMUR,SEMADAM
11.02.10.2010,PASAR PUNTUNG,SEMADAM
11.02.10.2011,TITI PASIR,SEMADAM
11.02.10.2012,LAWE PETANDUK I,SEMADAM
11.02.10.2013,NGKERAN ALUR BULUH,SEMADAM
11.02.10.2014,KAMPUNG BARU,SEMADAM
11.02.10.2015,SEPAKAT SEGENAP,SEMADAM
11.02.10.2016,SELAMAT INDAH,SEMADAM
11.02.10.2017,LAWE KINGE LAPTER,SEMADAM
11.02.10.2018,LAWE MEJILE,SEMADAM
11.02.10.2019,LAWE PETANDUK-II,SEMADAM
11.02.11.2004,TITI MAS,BABUL RAHMAH
11.02.11.2005,MERANTI,BABUL RAHMAH
11.02.11.2006,KUTE LANG-LANG,BABUL RAHMAH
11.02.11.2007,LAWE SUMUR,BABUL RAHMAH
11.02.11.2008,PARDAMAIAN,BABUL RAHMAH
11.02.11.2009,SALIM PIPIT,BABUL RAHMAH
11.02.11.2010,PENGUHAPAN,BABUL RAHMAH
11.02.11.2011,LUMBAN TUA,BABUL RAHMAH
11.02.11.2012,MUTIARA DAMAI,BABUL RAHMAH
11.02.11.2013,DOLOK NAULI,BABUL RAHMAH
11.02.11.2014,TUHI JONGKAT,BABUL RAHMAH
11.02.11.2015,UNING SIGUGUR,BABUL RAHMAH
11.02.11.2016,LUMBAN SITIO-TIO,BABUL RAHMAH
11.02.11.2017,LAWE MALUM,BABUL RAHMAH
11.02.11.2018,ALUR BANING,BABUL RAHMAH
11.02.11.2019,LINGGA ALAS,BABUL RAHMAH
11.02.11.2020,KHAMBUNG TUMBUNG,BABUL RAHMAH
11.02.11.2021,TUAH MESADE,BABUL RAHMAH
11.02.11.2022,SUMUKH ALAS,BABUL RAHMAH
11.02.11.2023,ALUKH BAKHU,BABUL RAHMAH
11.02.11.2024,SEPEKHINDING,BABUL RAHMAH
11.02.11.2025,TANOH SUBUKH,BABUL RAHMAH
11.02.11.2026,PINGGAN MBELANG,BABUL RAHMAH
11.02.11.2027,SIGAI INDAH,BABUL RAHMAH
11.02.11.2028,UKEKH DELENG,BABUL RAHMAH
11.02.11.2029,ALAS MESIKHAT,BABUL RAHMAH
11.02.11.2030,TITI HAKHAPEN,BABUL RAHMAH
11.02.12.2001,AUNAN SEPAKAT,KETAMBE
11.02.12.2002,LAWE PENANGGALAN,KETAMBE
11.02.12.2003,LAWE MENGKUDU,KETAMBE
11.02.12.2004,JAMBUR LAK-LAK,KETAMBE
11.02.12.2005,SIMPANG TIGA JONGAR,KETAMBE
11.02.12.2006,JONGAR ASLI,KETAMBE
11.02.12.2007,KETAMBE,KETAMBE
11.02.12.2008,RUMAH BUNDAR,KETAMBE
11.02.12.2009,PENYEBERANGAN CINGKAM,KETAMBE
11.02.12.2010,DELENG DAMAR,KETAMBE
11.02.12.2011,BINTANG BENER,KETAMBE
11.02.12.2012,SUKA RIMBUN,KETAMBE
11.02.12.2013,LAWE AUNAN,KETAMBE
11.02.12.2014,BENER BEPAPAH,KETAMBE
11.02.12.2015,PENUNGKUNEN,KETAMBE
11.02.12.2016,DATOK PINING,KETAMBE
11.02.12.2017,KATI MAJU,KETAMBE
11.02.12.2018,LEUSER,KETAMBE
11.02.12.2019,JATI SARA,KETAMBE
11.02.12.2020,BUKIT MBAKHU,KETAMBE
11.02.12.2021,KAYU METANGUR,KETAMBE
11.02.12.2022,LAWE SEMBEKAN,KETAMBE
11.02.12.2023,LAWE BERINGIN,KETAMBE
11.02.12.2024,LAWE GER-GER,KETAMBE
11.02.12.2025,SIMPUR JAYA,KETAMBE
11.02.13.2001,SALANG BARU,DELENG POKHKISEN
11.02.13.2002,RANTO DIOR,DELENG POKHKISEN
11.02.13.2003,LEMBAH ALAS,DELENG POKHKISEN
11.02.13.2004,TENEMBAK LANG-LANG,DELENG POKHKISEN
11.02.13.2005,SALANG SIGOTOM,DELENG POKHKISEN
11.02.13.2006,TUALANG LAMA,DELENG POKHKISEN
11.02.13.2007,GUSUNG BATU,DELENG POKHKISEN
11.02.13.2008,KAYA PANGUR,DELENG POKHKISEN
11.02.13.2009,SEPAKAT,DELENG POKHKISEN
11.02.13.2010,LAWE PANGKAT,DELENG POKHKISEN
11.02.13.2011,BUNGA MELUR,DELENG POKHKISEN
11.02.13.2012,PENAMPAAN,DELENG POKHKISEN
11.02.13.2013,TERUTUNG MBELANG,DELENG POKHKISEN
11.02.13.2014,SALANG MUARA,DELENG POKHKISEN
11.02.13.2015,LAWE HAKHUM,DELENG POKHKISEN
11.02.13.2016,TANOH KHUKAHEN,DELENG POKHKISEN
11.02.13.2017,TADING NI ULIHI,DELENG POKHKISEN
11.02.13.2018,PESELUK PESIMBE,DELENG POKHKISEN
11.02.13.2019,KANE LOT,DELENG POKHKISEN
11.02.13.2020,MUHAJIRIN,DELENG POKHKISEN
11.02.13.2021,BERIRING NARU,DELENG POKHKISEN
11.02.13.2022,KATI JEROH,DELENG POKHKISEN
11.02.14.2001,TERUTUNG MEGARA LAWE PASARAN,LAWE SUMUR
11.02.14.2002,KISAM GABUNGAN,LAWE SUMUR
11.02.14.2003,KISAM KUTE PASIR,LAWE SUMUR
11.02.14.2004,LAWE SUMUR,LAWE SUMUR
11.02.14.2005,LAWE SUMUR BARU,LAWE SUMUR
11.02.14.2006,KUTE LESUNG,LAWE SUMUR
11.02.14.2007,BERANDANG,LAWE SUMUR
11.02.14.2008,KUTE BUNIN,LAWE SUMUR
11.02.14.2009,BUAH PALA,LAWE SUMUR
11.02.14.2010,PANOSAN,LAWE SUMUR
11.02.14.2011,LAWE PASARAN TENGKU MBELIN,LAWE SUMUR
11.02.14.2012,TERUTUNG MEGAHKE MBAKHU,LAWE SUMUR
11.02.14.2013,KISAM LESTARI,LAWE SUMUR
11.02.14.2014,KISAM KUTE RAMBE,LAWE SUMUR
11.02.14.2015,LAWE POLAK,LAWE SUMUR
11.02.14.2016,LAWES SUMUR SEPAKAT,LAWE SUMUR
11.02.14.2017,SETIA BARU,LAWE SUMUR
11.02.14.2018,TEGER MIKO,LAWE SUMUR
11.02.15.2001,SALIM PINIM I,TANOH ALAS
11.02.15.2002,JAMBUR DAMAR,TANOH ALAS
11.02.15.2003,ALUR LANGSAT,TANOH ALAS
11.02.15.2004,RAMBAH SAYANG,TANOH ALAS
11.02.15.2006,RUMAH LUAR,TANOH ALAS
11.02.15.2007,TENEMBAK ALAS,TANOH ALAS
11.02.15.2008,LAWE TUNGKAL,TANOH ALAS
11.02.15.2009,SALIM PINIM II,TANOH ALAS
11.02.15.2010,JAMBUKH PEKHMATE,TANOH ALAS
11.02.15.2011,KHUTUNG MBELANG,TANOH ALAS
11.02.15.2012,TIMANG RASA,TANOH ALAS
11.02.15.2013,STAMBUL JAYA,TANOH ALAS
11.02.15.2014,ALUR NANGKE,TANOH ALAS
11.02.15.2015,KUTE MEJILE,TANOH ALAS
11.02.16.2001,BINTANG ALGA MUSARA,LEUSER
11.02.16.2002,BINTANG BUKIT INDAH,LEUSER
11.02.16.2003,TANJUNG SARI,LEUSER
11.02.16.2004,BUN-BUN ALAS,LEUSER
11.02.16.2005,NAGA TIMBUL,LEUSER
11.02.16.2006,GUNUNG PAK-PAK,LEUSER
11.02.16.2007,BUKIT MERIAH,LEUSER
11.02.16.2008,PERMATA MUSARA,LEUSER
11.02.16.2009,LAUT TAWAR,LEUSER
11.02.16.2010,KANE MENDE,LEUSER
11.02.16.2011,LAWE SEKHAKUT,LEUSER
11.02.16.2012,BUNBUN INDAH,LEUSER
11.02.16.2013,SUKA DAMAI,LEUSER
11.02.16.2014,TUAH KEKHINE,LEUSER
11.02.16.2015,PUNCE NALI,LEUSER
11.02.16.2016,SADE ATE,LEUSER
11.02.16.2017,AKHIH MAJILE,LEUSER
11.02.16.2018,UKHAT PESELUK,LEUSER
11.02.16.2019,TUNAS MUDE,LEUSER
11.02.16.2020,GAYE SENDAH,LEUSER
11.02.16.2021,KUTE HAKHAPEN,LEUSER
11.02.16.2022,KOMPAS,LEUSER
11.02.16.2023,SEPAKAT,LEUSER
11.03.01.2001,ALUE LUDDIN SA,DARUL AMAN
11.03.01.2002,ALUE LUDDIN DUA,DARUL AMAN
11.03.01.2003,ALUE DALAM,DARUL AMAN
11.03.01.2004,DAMA PULO SA,DARUL AMAN
11.03.01.2005,DAMA PULO DUA,DARUL AMAN
11.03.01.2006,BUKET KULAM,DARUL AMAN
11.03.01.2007,SEUNEUBOK TEUNGOH,DARUL AMAN
11.03.01.2008,JUNGKA GAJAH,DARUL AMAN
11.03.01.2009,SEUNEUBOK SIMPANG,DARUL AMAN
11.03.01.2010,MATANG PINEUNG,DARUL AMAN
11.03.01.2011,LHOK GEULUMPANG,DARUL AMAN
11.03.01.2012,BLANG BUKET,DARUL AMAN
11.03.01.2013,MEUNASAH KEUTAPANG,DARUL AMAN
11.03.01.2014,BUKET RUMIA,DARUL AMAN
11.03.01.2015,ALUE GADENG,DARUL AMAN
11.03.01.2016,KAPAI BARO,DARUL AMAN
11.03.01.2017,SEUNEUBOK TUHA SA,DARUL AMAN
11.03.01.2018,SEUNEUBOK TUHA DUA,DARUL AMAN
11.03.01.2019,SEUNEUBOK BULOH,DARUL AMAN
11.03.01.2020,GASEH SAYANG,DARUL AMAN
11.03.01.2021,ALUE LHOK,DARUL AMAN
11.03.01.2022,TRIENG GADENG,DARUL AMAN
11.03.01.2023,GRONG-GRONG,DARUL AMAN
11.03.01.2024,MATANG GEUTO,DARUL AMAN
11.03.01.2025,ALUE MERBO,DARUL AMAN
11.03.01.2026,BUKET RAYA,DARUL AMAN
11.03.01.2027,GAMPONG KEUDE,DARUL AMAN
11.03.01.2028,PEUKAN IDI CUT,DARUL AMAN
11.03.01.2029,GAMPONG BEUNOT,DARUL AMAN
11.03.01.2030,SEUNEUBOK BAROH,DARUL AMAN
11.03.01.2031,TEUPIN DRUM,DARUL AMAN
11.03.01.2032,KUALA IDI CUT,DARUL AMAN
11.03.01.2034,SEUNEUBOK ACEH,DARUL AMAN
11.03.01.2035,GAMPONG BARO,DARUL AMAN
11.03.01.2036,BAGOK PANAH SA,DARUL AMAN
11.03.01.2037,BAGOK PANAH DUA,DARUL AMAN
11.03.01.2038,BAGOK PANAH LHEE,DARUL AMAN
11.03.01.2039,BAGOK PANAH PEUT,DARUL AMAN
11.03.01.2040,BUKET TUALANG,DARUL AMAN
11.03.01.2041,KEUMUNENG SA,DARUL AMAN
11.03.01.2042,KEUMUNENG DUA,DARUL AMAN
11.03.01.2043,KEUMUNENG LHEE,DARUL AMAN
11.03.01.2044,KEUMUNENG PEUT,DARUL AMAN
11.03.01.2045,KEUMUNENG LIMONG,DARUL AMAN
11.03.01.2046,MEUNASAH BLANG,DARUL AMAN
11.03.02.2001,BLANG KEUMAHANG,JULOK
11.03.02.2002,BLANG JAMBEE,JULOK
11.03.02.2003,KEUMUNENG,JULOK
11.03.02.2004,LADANG BARO,JULOK
11.03.02.2005,BUKET PANYANG,JULOK
11.03.02.2006,SEUNEUBOK RAMBONG,JULOK
11.03.02.2007,SEUNEUBOK BARO,JULOK
11.03.02.2008,BLANG MIDEUN,JULOK
11.03.02.2009,PAYA BAKONG,JULOK
11.03.02.2010,TEUPIN RAYA,JULOK
11.03.02.2011,LHOK RAMBONG,JULOK
11.03.02.2012,JULOK TUNONG,JULOK
11.03.02.2013,ULEE ATEUNG,JULOK
11.03.02.2014,ULEE BLANG,JULOK
11.03.02.2015,LABUHAN,JULOK
11.03.02.2016,NALEUNG,JULOK
11.03.02.2017,MANE RAMPAK,JULOK
11.03.02.2018,MATANG,JULOK
11.03.02.2019,BLANG UYOK,JULOK
11.03.02.2020,BLANG PAUH SA,JULOK
11.03.02.2021,BLANG PAUH DUA,JULOK
11.03.02.2022,ULEE TANOH,JULOK
11.03.02.2023,KEUDE KUTA BINJEI,JULOK
11.03.02.2024,BUKIT SEROJA,JULOK
11.03.02.2025,KUALA GEULUMPANG,JULOK
11.03.02.2026,GAMPONG BARO,JULOK
11.03.02.2027,TUMPOK TEUNGOH,JULOK
11.03.02.2028,SEUMATANG,JULOK
11.03.02.2029,UJONG TUNONG,JULOK
11.03.02.2030,BUKIT DINDENG,JULOK
11.03.02.2031,PAYA PASI,JULOK
11.03.02.2032,ALUE CEK DOI,JULOK
11.03.02.2033,BLANG GLEUM,JULOK
11.03.02.2034,TANJONG TOK BLANG,JULOK
11.03.02.2035,BUKET MAKMU,JULOK
11.03.02.2036,LHOK SEUNTANG,JULOK
11.03.02.2037,SIMPANG LHEE,JULOK
11.03.03.2001,GAMPONG JAWA,IDI RAYEUK
11.03.03.2002,KEUDE BLANG,IDI RAYEUK
11.03.03.2003,TANOH ANOE,IDI RAYEUK
11.03.03.2004,KUALA PEUDAWA PUNTONG,IDI RAYEUK
11.03.03.2005,GAMPONG ACEH,IDI RAYEUK
11.03.03.2006,KUTA BLANG,IDI RAYEUK
11.03.03.2007,GAMPONG TANJONG,IDI RAYEUK
11.03.03.2008,BLANG GEULUMPANG,IDI RAYEUK
11.03.03.2009,MEUNASAH PUUK,IDI RAYEUK
11.03.03.2010,BANTAYAN TIMU,IDI RAYEUK
11.03.03.2011,KEUTAPANG MAMEH,IDI RAYEUK
11.03.03.2012,SEUNEUBOK RAMBONG,IDI RAYEUK
11.03.03.2013,KUALA IDI,IDI RAYEUK
11.03.03.2014,KEUDE ACEH,IDI RAYEUK
11.03.03.2023,SEUNEUBOK BACEE,IDI RAYEUK
11.03.03.2029,TITI BARO,IDI RAYEUK
11.03.03.2047,TANJONG KAPAI,IDI RAYEUK
11.03.03.2048,ALUE DUA MUKA O,IDI RAYEUK
11.03.03.2049,ALUE DUA MUKA S,IDI RAYEUK
11.03.03.2050,ULEE BLANG,IDI RAYEUK
11.03.03.2051,BUKET JOK,IDI RAYEUK
11.03.03.2052,BUKET MEULINTEUNG,IDI RAYEUK
11.03.03.2053,GAMPONG JALAN,IDI RAYEUK
11.03.03.2054,TEUPIN BATEE,IDI RAYEUK
11.03.03.2055,BUKET LANGA,IDI RAYEUK
11.03.03.2056,BUKET PALA,IDI RAYEUK
11.03.03.2057,BUKET JUARA,IDI RAYEUK
11.03.03.2058,SEUNEUBOK TUTONG,IDI RAYEUK
11.03.03.2059,SEUNEUBOK TUHA,IDI RAYEUK
11.03.03.2060,SAMPOIMAH,IDI RAYEUK
11.03.03.2061,DAMA PULO,IDI RAYEUK
11.03.03.2062,GUREB BLANG,IDI RAYEUK
11.03.03.2064,GAMPONG BARO,IDI RAYEUK
11.03.03.2065,SEUNEUBOK TEUNGOH P.PUNTONG,IDI RAYEUK
11.03.03.2067,KUTA LAWAH,IDI RAYEUK
11.03.04.2001,JAMBO LABU,BIREM BAYEUN
11.03.04.2002,ALUE CANANG,BIREM BAYEUN
11.03.04.2003,ALUE DRIEN,BIREM BAYEUN
11.03.04.2004,BUKET TIGA,BIREM BAYEUN
11.03.04.2005,BENTENG,BIREM BAYEUN
11.03.04.2006,AFELING II BUKIT,BIREM BAYEUN
11.03.04.2007,KEUMUNENG HULU,BIREM BAYEUN
11.03.04.2008,PEUTOW,BIREM BAYEUN
11.03.04.2009,ALUE BULOH,BIREM BAYEUN
11.03.04.2010,ALUE TEH,BIREM BAYEUN
11.03.04.2011,PAYA RAMBONG,BIREM BAYEUN
11.03.04.2012,ALUE GADENG SA,BIREM BAYEUN
11.03.04.2013,PAYA TAMPAH,BIREM BAYEUN
11.03.04.2014,PAYA BILI DUA,BIREM BAYEUN
11.03.04.2015,PAYA BILI SA,BIREM BAYEUN
11.03.04.2016,PAYA PEULAWI,BIREM BAYEUN
11.03.04.2017,KEUDE BIREM,BIREM BAYEUN
11.03.04.2018,BAYEUN,BIREM BAYEUN
11.03.04.2019,ARAMIYAH,BIREM BAYEUN
11.03.04.2020,BLANG TUALANG,BIREM BAYEUN
11.03.04.2021,BUKET SEULEUMAK,BIREM BAYEUN
11.03.04.2022,BIREM RAYEUK,BIREM BAYEUN
11.03.04.2023,ALUE GADENG,BIREM BAYEUN
11.03.04.2024,ALUE GADENG DUA,BIREM BAYEUN
11.03.04.2025,ALUE SENTANG,BIREM BAYEUN
11.03.04.2026,MERBOU DUA,BIREM BAYEUN
11.03.04.2027,ALUE NYAMOEK,BIREM BAYEUN
11.03.05.2001,LOKOP,SERBAJADI
11.03.05.2002,TERUJAK,SERBAJADI
11.03.05.2003,TUALANG,SERBAJADI
11.03.05.2004,LELES,SERBAJADI
11.03.05.2005,UJUNG KARANG,SERBAJADI
11.03.05.2006,NALON,SERBAJADI
11.03.05.2007,JERING,SERBAJADI
11.03.05.2008,LOOT,SERBAJADI
11.03.05.2009,SEKU ALAN,SERBAJADI
11.03.05.2010,SUNTI,SERBAJADI
11.03.05.2011,UMAH TARING,SERBAJADI
11.03.05.2012,BUNIN,SERBAJADI
11.03.05.2013,SEMBUANG,SERBAJADI
11.03.05.2014,SEULEUMAK,SERBAJADI
11.03.05.2015,MESIR,SERBAJADI
11.03.05.2016,RAMPAH,SERBAJADI
11.03.05.2022,ARUL DURIN,SERBAJADI
11.03.06.2001,KEUDE BAGOK SA,NURUSSALAM
11.03.06.2002,KEUDE BAGOK DUA,NURUSSALAM
11.03.06.2003,ASAN TANJONG,NURUSSALAM
11.03.06.2004,BANTAYAN,NURUSSALAM
11.03.06.2005,MATANG SEULEUMAK,NURUSSALAM
11.03.06.2006,TEUPIN PUKAT,NURUSSALAM
11.03.06.2007,MATANG NEUHEUN,NURUSSALAM
11.03.06.2008,KUALA BAGOK,NURUSSALAM
11.03.06.2009,MEUNASAH TEUNGOH,NURUSSALAM
11.03.06.2010,MEDANG ARA,NURUSSALAM
11.03.06.2011,PEULAWI,NURUSSALAM
11.03.06.2012,BAROH BUGENG,NURUSSALAM
11.03.06.2013,SEUMATANG ARON,NURUSSALAM
11.03.06.2014,BLANG PANJOU,NURUSSALAM
11.03.06.2025,PULO U,NURUSSALAM
11.03.06.2026,COT ASAN,NURUSSALAM
11.03.06.2027,PAYA ENJEE,NURUSSALAM
11.03.06.2028,SEULEUMAK MUDA,NURUSSALAM
11.03.06.2029,MATANG PANYANG,NURUSSALAM
11.03.06.2030,MEUNASAH HAGU,NURUSSALAM
11.03.06.2031,MATANG KUNYET,NURUSSALAM
11.03.06.2032,BUKET PANJOU,NURUSSALAM
11.03.06.2033,BUKET MEURAK,NURUSSALAM
11.03.06.2034,BUKET PANYANG,NURUSSALAM
11.03.06.2035,SEUNEUBOK DALAM,NURUSSALAM
11.03.06.2036,GAMPONG MESJID,NURUSSALAM
11.03.06.2037,ALUE SIWAH SERDANG,NURUSSALAM
11.03.06.2038,GAMPONG LHEE,NURUSSALAM
11.03.06.2039,BEURANDANG,NURUSSALAM
11.03.06.2040,GAMPONG JALAN,NURUSSALAM
11.03.06.2041,SEUNEUBOK RAMBONG,NURUSSALAM
11.03.07.2001,PASIR PUTIH,PEUREULAK
11.03.07.2002,TUALANG,PEUREULAK
11.03.07.2003,KEUDE PEUREULAK,PEUREULAK
11.03.07.2004,LEUGE,PEUREULAK
11.03.07.2005,UTEUN DAMA,PEUREULAK
11.03.07.2006,PUNTI,PEUREULAK
11.03.07.2007,ALUE DUA PAYA GAJAH,PEUREULAK
11.03.07.2008,BLANG BITRA,PEUREULAK
11.03.07.2009,KUALA BUGAK,PEUREULAK
11.03.07.2010,PAYA LIPAH,PEUREULAK
11.03.07.2011,SEUMATANG MUDA ITAM,PEUREULAK
11.03.07.2012,LHOK DALAM,PEUREULAK
11.03.07.2013,BEUSA MEURANOE,PEUREULAK
11.03.07.2014,BANGKA RIMUNG,PEUREULAK
11.03.07.2015,TANOH RATA,PEUREULAK
11.03.07.2016,BANDRONG,PEUREULAK
11.03.07.2017,BLANG BALOK,PEUREULAK
11.03.07.2018,COT MUDA ITAM,PEUREULAK
11.03.07.2019,KEUMUNENG,PEUREULAK
11.03.07.2020,KUALA LEUGE,PEUREULAK
11.03.07.2021,BALEE BUYA,PEUREULAK
11.03.07.2022,ALUE NIBONG,PEUREULAK
11.03.07.2023,SEUNEUBOK PEUSANGAN,PEUREULAK
11.03.07.2024,SEUNEUBOK ACEH,PEUREULAK
11.03.07.2025,SEUNEUBOK PIDIE,PEUREULAK
11.03.07.2026,DAMA TUTONG,PEUREULAK
11.03.07.2027,MATANG GLEUM,PEUREULAK
11.03.07.2028,LUBOK PEMPENG,PEUREULAK
11.03.07.2029,BUKET PALA,PEUREULAK
11.03.07.2030,PAYA KALUI,PEUREULAK
11.03.07.2031,CEK MBON,PEUREULAK
11.03.07.2032,PAYA MEULIGOU,PEUREULAK
11.03.07.2033,BLANG SIMPO,PEUREULAK
11.03.07.2034,BLANG BATEE,PEUREULAK
11.03.07.2035,MATANG PEULAWI,PEUREULAK
11.03.07.2036,COT GEULUMPANG,PEUREULAK
11.03.07.2037,ALUE RAMBONG,PEUREULAK
11.03.07.2038,COT KEH,PEUREULAK
11.03.08.2001,BAYEUN,RANTAU SELAMAT
11.03.08.2002,RANTAU PANJANG,RANTAU SELAMAT
11.03.08.2003,ALUE RAYA,RANTAU SELAMAT
11.03.08.2004,ALUE KUMBA,RANTAU SELAMAT
11.03.08.2005,SEUNEUBOK DALAM,RANTAU SELAMAT
11.03.08.2006,ALUE SEULEUMAK,RANTAU SELAMAT
11.03.08.2007,SARAH KAYEE,RANTAU SELAMAT
11.03.08.2008,DAMAR SIPUT,RANTAU SELAMAT
11.03.08.2009,SIMPANG PEUT,RANTAU SELAMAT
11.03.08.2010,SIMPANG ANEUH,RANTAU SELAMAT
11.03.08.2011,ALUE PUNTI,RANTAU SELAMAT
11.03.08.2012,ALUE KAUL,RANTAU SELAMAT
11.03.08.2013,SARAH TEUBE,RANTAU SELAMAT
11.03.08.2014,ALUE TUWI,RANTAU SELAMAT
11.03.09.2001,PEULALU,SIMPANG ULIM
11.03.09.2002,NICAH AWE,SIMPANG ULIM
11.03.09.2003,ALUE BULOH SA,SIMPANG ULIM
11.03.09.2004,ALUE BULOH DUA,SIMPANG ULIM
11.03.09.2005,TEUPIN BREUH,SIMPANG ULIM
11.03.09.2006,MATANG RAYEUK,SIMPANG ULIM
11.03.09.2007,MATANG KUMBANG,SIMPANG ULIM
11.03.09.2008,BLANG NIE,SIMPANG ULIM
11.03.09.2010,BANTAYAN,SIMPANG ULIM
11.03.09.2011,MATANG WENG,SIMPANG ULIM
11.03.09.2012,ALUE MULIENG,SIMPANG ULIM
11.03.09.2013,PUCOK ALUE DUA,SIMPANG ULIM
11.03.09.2014,GAMPONG BLANG,SIMPANG ULIM
11.03.09.2015,KEUDE TUHA,SIMPANG ULIM
11.03.09.2016,KUALA SIMPANG ULIM,SIMPANG ULIM
11.03.09.2017,LAMPOH RAYEUK,SIMPANG ULIM
11.03.09.2018,TEUPIN MAMPLAM,SIMPANG ULIM
11.03.09.2019,TITI BAROH,SIMPANG ULIM
11.03.09.2020,PUCOK ALUE SA,SIMPANG ULIM
11.03.09.2021,PUCOK ALUE BARAT,SIMPANG ULIM
11.03.09.2022,ARAKUNDO,SIMPANG ULIM
11.03.09.2023,GAMPONG BARO,SIMPANG ULIM
11.03.09.2024,MATANG SEUPENG,SIMPANG ULIM
11.03.10.2001,PAYA UNOU,RANTO PEUREULAK
11.03.10.2002,SEUNEUBOK JOHAN,RANTO PEUREULAK
11.03.10.2003,SEUNEUBOK BARO,RANTO PEUREULAK
11.03.10.2004,PULO BLANG,RANTO PEUREULAK
11.03.10.2005,BLANG BAROM,RANTO PEUREULAK
11.03.10.2006,SEUNEUBOK DALAM,RANTO PEUREULAK
11.03.10.2007,SEULEUMAK MUDA,RANTO PEUREULAK
11.03.10.2008,BHOM LAMA,RANTO PEUREULAK
11.03.10.2009,PASI PUTEH,RANTO PEUREULAK
11.03.10.2010,ALUE DUA,RANTO PEUREULAK
11.03.10.2011,BUKET PALA,RANTO PEUREULAK
11.03.10.2012,MATA IE,RANTO PEUREULAK
11.03.10.2013,ALUE UDEP,RANTO PEUREULAK
11.03.10.2014,SEUMALI,RANTO PEUREULAK
11.03.10.2015,PUNTI PAYONG,RANTO PEUREULAK
11.03.10.2016,PAYA PALAS,RANTO PEUREULAK
11.03.10.2017,TAMPAK,RANTO PEUREULAK
11.03.10.2018,KLIET,RANTO PEUREULAK
11.03.10.2019,ALUE GEUNTENG,RANTO PEUREULAK
11.03.10.2020,PERTAMINA,RANTO PEUREULAK
11.03.10.2021,ALUE BATEE,RANTO PEUREULAK
11.03.10.2022,BEURANDANG,RANTO PEUREULAK
11.03.10.2024,SEUMANAH JAYA,RANTO PEUREULAK
11.03.11.2001,BLANG SEUNONG,PANTE BIDARI
11.03.11.2002,SUKA DAMAI,PANTE BIDARI
11.03.11.2003,PANTE LABU,PANTE BIDARI
11.03.11.2004,PANTE RAMBONG,PANTE BIDARI
11.03.11.2005,ALUE IE MIRAH,PANTE BIDARI
11.03.11.2006,SEUNEUBOK TUHA,PANTE BIDARI
11.03.11.2007,SEUNEUBOK SABOH,PANTE BIDARI
11.03.11.2008,BUKET KAREUNG,PANTE BIDARI
11.03.11.2009,BUKET BATA,PANTE BIDARI
11.03.11.2010,MEUNASAH TUNONG,PANTE BIDARI
11.03.11.2011,MEUNASAH TEUNGOH,PANTE BIDARI
11.03.11.2012,KEUDE BARO,PANTE BIDARI
11.03.11.2013,MATANG PERLAK,PANTE BIDARI
11.03.11.2014,GRONG-GRONG,PANTE BIDARI
11.03.11.2015,MATANG KRUET,PANTE BIDARI
11.03.11.2016,MEUNASAH LEUBOK,PANTE BIDARI
11.03.11.2017,PANTE PANAH,PANTE BIDARI
11.03.11.2018,PAYA DEMAM SA,PANTE BIDARI
11.03.11.2019,PAYA DEMAM DUA,PANTE BIDARI
11.03.11.2020,PAYA DEMAM LHEE,PANTE BIDARI
11.03.11.2021,MATANG PUDENG,PANTE BIDARI
11.03.11.2022,PUTOH SA,PANTE BIDARI
11.03.11.2023,PUTOH DUA,PANTE BIDARI
11.03.11.2024,SAH RAJA,PANTE BIDARI
11.03.11.2025,SIJUDO,PANTE BIDARI
11.03.12.2001,MADAT,MADAT
11.03.12.2002,MATANG KEUPULA SA,MADAT
11.03.12.2003,MATANG KEUPULA DUA,MADAT
11.03.12.2004,MATANG KEUPULA LHEE,MADAT
11.03.12.2005,ULEE ATEUNG,MADAT
11.03.12.2006,BLANG UBIT,MADAT
11.03.12.2007,MATANG GURU,MADAT
11.03.12.2008,PANTEE BAYAM,MADAT
